customerName,otherExpenses,category,paymentMethod,status,totalAmount,notes,quantity,unitPrice,reportDate,productName,orderNumber,salesRegion,deliveryStatus
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,286.32,2024-10-07,Air Filter,ORD941724,East,Returned
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,9510.93,2024-10-07,Alternator,ORD941778,South,Delivered
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,7603.67,2024-10-07,Battery,ORD941804,East,Pending
Wholesale Client,202.22,Braking system,GCash,Completed,5225.84,Automated migration,4,1306.46,2024-10-07,Brake Pads,ORD941837,North,Pending
Retail Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1230.75,2024-10-07,Brake Pads,ORD941838,West,Pending
Retail Client,111.25,Braking system,Check,Completed,1249.19,Automated migration,1,1249.19,2024-10-07,Brake Pads,ORD941839,North,Delivered
Retail Client,49.28,Braking system,Cash,Completed,979.66,Automated migration,1,979.66,2024-10-07,Brake Pads,ORD941840,South,Returned
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,26020.15,2024-10-07,ECU Module,ORD941940,Central,Returned
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,163.92,2024-10-07,Oil Filter,ORD942004,North,Delivered
Retail Client,10.22,Engine system,Check,Completed,174.77,Automated migration,1,174.77,2024-10-07,Oil Filter,ORD942005,East,Delivered
Retail Client,231.65,Suspension & traction,Cash,Completed,3805.64,Automated migration,1,3805.64,2024-10-07,Shock Absorber,ORD942109,North,Pending
Wholesale Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,3138.32,2024-10-07,Shock Absorber,ORD942110,South,Pending
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3289.91,2024-10-07,Shock Absorber,ORD942111,North,Delivered
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,8005.32,2024-10-07,Starter Motor,ORD942183,North,Pending
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,10832.02,2024-10-07,Starter Motor,ORD942184,Central,Cancelled
Retail Client,147.77,Drivetrain,Bank Transfer,Completed,2696.86,Automated migration,1,2696.86,2024-10-07,Wheel Bearing,ORD942208,East,Cancelled
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,5730.42,2024-10-08,Battery,ORD941805,South,Pending
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,4465.51,2024-10-08,Battery,ORD941806,East,Pending
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,18482.83,2024-10-08,Catalytic Converter,ORD941905,South,Pending
Retail Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,14290.2,2024-10-08,Catalytic Converter,ORD941906,East,Pending
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,26206.41,2024-10-08,ECU Module,ORD941941,East,Delivered
Wholesale Client,14.38,Engine system,Cash,Completed,259.96,Automated migration,1,259.96,2024-10-08,Oil Filter,ORD942006,West,Delivered
Retail Client,14.49,Engine system,Maya,Completed,178.04,Automated migration,1,178.04,2024-10-08,Oil Filter,ORD942007,Central,Pending
Retail Client,16.37,Engine system,Check,Completed,254.99,Automated migration,1,254.99,2024-10-08,Oil Filter,ORD942008,Central,Delivered
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,169.58,2024-10-08,Oil Filter,ORD942009,East,Returned
Retail Client,955.13,Suspension & traction,GCash,Completed,11428.92,Automated migration,3,3809.64,2024-10-08,Shock Absorber,ORD942112,South,Pending
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,3784.04,2024-10-08,Shock Absorber,ORD942113,West,Pending
Wholesale Client,172.28,Suspension & traction,Maya,Completed,3198.21,Automated migration,1,3198.21,2024-10-08,Shock Absorber,ORD942114,East,Delivered
Retail Client,122.09,Suspension & traction,GCash,Completed,3389.68,Automated migration,1,3389.68,2024-10-08,Shock Absorber,ORD942115,Central,Cancelled
Retail Client,278.55,Suspension & traction,Bank Transfer,Completed,3088.84,Automated migration,1,3088.84,2024-10-08,Shock Absorber,ORD942116,West,Cancelled
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,11224.92,2024-10-08,Starter Motor,ORD942185,West,Cancelled
Retail Client,254.73,Drivetrain,GCash,Completed,2703.18,Automated migration,1,2703.18,2024-10-08,Wheel Bearing,ORD942209,North,Cancelled
Retail Client,275.37,Drivetrain,Cash,Completed,4982.54,Automated migration,2,2491.27,2024-10-08,Wheel Bearing,ORD942210,North,Pending
Wholesale Client,59.4,Engine system,Bank Transfer,Completed,1137.65,Automated migration,5,227.53,2024-10-09,Air Filter,ORD941725,South,Returned
Wholesale Client,27.0,Engine system,Bank Transfer,Completed,339.3,Automated migration,1,339.3,2024-10-09,Air Filter,ORD941726,South,Pending
Wholesale Client,512.19,Electrical system,Maya,Completed,10786.3,Automated migration,1,10786.3,2024-10-09,Alternator,ORD941779,South,Cancelled
Retail Client,317.52,Braking system,Bank Transfer,Completed,7608.3,Automated migration,5,1521.66,2024-10-09,Brake Pads,ORD941841,West,Delivered
Wholesale Client,322.55,Braking system,Maya,Completed,7557.24,Automated migration,6,1259.54,2024-10-09,Brake Pads,ORD941842,North,Returned
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,24466.01,2024-10-09,ECU Module,ORD941942,East,Delivered
Wholesale Client,12.71,Engine system,Maya,Completed,176.06,Automated migration,1,176.06,2024-10-09,Oil Filter,ORD942010,Central,Pending
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,192.06,2024-10-09,Oil Filter,ORD942011,West,Delivered
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,161.78,2024-10-09,Oil Filter,ORD942012,West,Pending
Wholesale Client,10.36,Engine system,Cash,Completed,248.0,Automated migration,1,248.0,2024-10-09,Oil Filter,ORD942013,North,Cancelled
Retail Client,15.97,Engine system,Maya,Completed,217.66,Automated migration,1,217.66,2024-10-09,Oil Filter,ORD942014,Central,Cancelled
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,236.91,2024-10-09,Oil Filter,ORD942015,West,Returned
Wholesale Client,248.38,Suspension & traction,Bank Transfer,Completed,3323.95,Automated migration,1,3323.95,2024-10-09,Shock Absorber,ORD942117,South,Cancelled
Retail Client,276.28,Suspension & traction,Bank Transfer,Completed,2968.11,Automated migration,1,2968.11,2024-10-09,Shock Absorber,ORD942118,South,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,9875.31,2024-10-09,Starter Motor,ORD942186,West,Delivered
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,10587.99,2024-10-09,Starter Motor,ORD942187,East,Cancelled
Wholesale Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,1862.61,2024-10-09,Wheel Bearing,ORD942211,South,Returned
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,278.55,2024-10-10,Air Filter,ORD941727,Central,Delivered
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,257.66,2024-10-10,Air Filter,ORD941728,South,Returned
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,313.38,2024-10-10,Air Filter,ORD941729,South,Delivered
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,4566.72,2024-10-10,Battery,ORD941807,East,Cancelled
Retail Client,125.02,Braking system,Maya,Completed,2747.46,Automated migration,2,1373.73,2024-10-10,Brake Pads,ORD941843,North,Cancelled
Retail Client,65.79,Braking system,Check,Completed,1382.94,Automated migration,1,1382.94,2024-10-10,Brake Pads,ORD941844,West,Pending
Retail Client,104.17,Braking system,Maya,Completed,1475.36,Automated migration,1,1475.36,2024-10-10,Brake Pads,ORD941845,North,Returned
Wholesale Client,522.25,Braking system,Bank Transfer,Completed,7903.4,Automated migration,5,1580.68,2024-10-10,Brake Pads,ORD941846,West,Pending
Retail Client,706.54,Braking system,Maya,Completed,7618.26,Automated migration,6,1269.71,2024-10-10,Brake Pads,ORD941847,North,Pending
Wholesale Client,98.45,Braking system,Check,Completed,1411.97,Automated migration,1,1411.97,2024-10-10,Brake Pads,ORD941848,West,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,24321.31,2024-10-10,ECU Module,ORD941943,West,Cancelled
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,17452.44,2024-10-10,ECU Module,ORD941944,North,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,26150.56,2024-10-10,ECU Module,ORD941945,West,Pending
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,28393.76,2024-10-10,ECU Module,ORD941946,North,Delivered
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,26314.34,2024-10-10,ECU Module,ORD941947,South,Delivered
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,243.14,2024-10-10,Oil Filter,ORD942016,North,Delivered
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,156.47,2024-10-10,Oil Filter,ORD942017,South,Pending
Retail Client,8.4,Engine system,Cash,Completed,179.33,Automated migration,1,179.33,2024-10-10,Oil Filter,ORD942018,Central,Cancelled
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,244.05,2024-10-10,Oil Filter,ORD942019,North,Cancelled
Wholesale Client,260.26,Suspension & traction,Maya,Completed,3000.85,Automated migration,1,3000.85,2024-10-10,Shock Absorber,ORD942119,Central,Pending
Wholesale Client,148.76,Suspension & traction,Bank Transfer,Completed,3697.22,Automated migration,1,3697.22,2024-10-10,Shock Absorber,ORD942120,North,Delivered
Retail Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,4131.83,2024-10-10,Shock Absorber,ORD942121,Central,Returned
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,2526.61,2024-10-10,Shock Absorber,ORD942122,East,Delivered
Retail Client,874.19,Suspension & traction,Check,Completed,14125.6,Automated migration,4,3531.4,2024-10-10,Shock Absorber,ORD942123,Central,Pending
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3322.39,2024-10-10,Shock Absorber,ORD942124,West,Cancelled
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,4042.63,2024-10-10,Shock Absorber,ORD942125,South,Pending
Retail Client,328.53,Drivetrain,Check,Completed,4281.92,Automated migration,2,2140.96,2024-10-10,Wheel Bearing,ORD942212,North,Delivered
Wholesale Client,204.75,Drivetrain,Maya,Completed,2777.02,Automated migration,1,2777.02,2024-10-10,Wheel Bearing,ORD942213,Central,Pending
Retail Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,250.63,2024-10-11,Air Filter,ORD941730,West,Returned
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,281.51,2024-10-11,Air Filter,ORD941731,South,Delivered
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,337.22,2024-10-11,Air Filter,ORD941732,North,Delivered
Wholesale Client,68.45,Engine system,GCash,Completed,991.4,Automated migration,4,247.85,2024-10-11,Air Filter,ORD941733,North,Delivered
Wholesale Client,99.63,Braking system,GCash,Completed,1210.44,Automated migration,1,1210.44,2024-10-11,Brake Pads,ORD941849,East,Cancelled
Wholesale Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,20544.03,2024-10-11,Catalytic Converter,ORD941907,North,Cancelled
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,15846.01,2024-10-11,ECU Module,ORD941948,East,Pending
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,26256.55,2024-10-11,ECU Module,ORD941949,South,Delivered
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,220.79,2024-10-11,Oil Filter,ORD942020,Central,Returned
Wholesale Client,13.65,Engine system,Check,Completed,209.37,Automated migration,1,209.37,2024-10-11,Oil Filter,ORD942021,Central,Pending
Wholesale Client,8.88,Engine system,Bank Transfer,Completed,229.59,Automated migration,1,229.59,2024-10-11,Oil Filter,ORD942022,East,Pending
Retail Client,12.59,Engine system,Check,Completed,164.37,Automated migration,1,164.37,2024-10-11,Oil Filter,ORD942023,North,Pending
Retail Client,9.69,Engine system,Bank Transfer,Completed,167.54,Automated migration,1,167.54,2024-10-11,Oil Filter,ORD942024,Central,Delivered
Wholesale Client,14.59,Engine system,Maya,Completed,213.92,Automated migration,1,213.92,2024-10-11,Oil Filter,ORD942025,South,Pending
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,250.57,2024-10-11,Oil Filter,ORD942026,North,Returned
Wholesale Client,10.03,Engine system,Maya,Completed,188.08,Automated migration,1,188.08,2024-10-11,Oil Filter,ORD942027,Central,Cancelled
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,191.4,2024-10-11,Oil Filter,ORD942028,South,Pending
Retail Client,10.36,Engine system,Bank Transfer,Completed,233.2,Automated migration,1,233.2,2024-10-11,Oil Filter,ORD942029,West,Delivered
Wholesale Client,496.16,Suspension & traction,Maya,Completed,7295.24,Automated migration,2,3647.62,2024-10-11,Shock Absorber,ORD942126,Central,Returned
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,9823.64,2024-10-11,Starter Motor,ORD942188,North,Delivered
Wholesale Client,1166.89,Drivetrain,GCash,Completed,17475.01,Automated migration,7,2496.43,2024-10-11,Wheel Bearing,ORD942214,South,Delivered
Wholesale Client,0.0,Drivetrain,GCash,Completed,0.0,Automated migration,0,2492.15,2024-10-11,Wheel Bearing,ORD942215,North,Cancelled
Retail Client,459.74,Drivetrain,Cash,Completed,12032.2,Automated migration,5,2406.44,2024-10-11,Wheel Bearing,ORD942216,South,Delivered
Wholesale Client,17.95,Engine system,Bank Transfer,Completed,275.98,Automated migration,1,275.98,2024-10-12,Air Filter,ORD941734,North,Pending
Wholesale Client,53.74,Engine system,Cash,Completed,704.32,Automated migration,2,352.16,2024-10-12,Air Filter,ORD941735,South,Pending
Retail Client,797.5,Braking system,GCash,Completed,8482.68,Automated migration,6,1413.78,2024-10-12,Brake Pads,ORD941850,Central,Cancelled
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,18834.78,2024-10-12,Catalytic Converter,ORD941908,South,Returned
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,24570.6,2024-10-12,ECU Module,ORD941950,South,Cancelled
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,19400.52,2024-10-12,ECU Module,ORD941951,West,Pending
Wholesale Client,11.43,Engine system,Cash,Completed,146.0,Automated migration,1,146.0,2024-10-12,Oil Filter,ORD942030,West,Delivered
Wholesale Client,5.65,Engine system,Bank Transfer,Completed,147.5,Automated migration,1,147.5,2024-10-12,Oil Filter,ORD942031,South,Pending
Wholesale Client,10.25,Engine system,GCash,Completed,163.08,Automated migration,1,163.08,2024-10-12,Oil Filter,ORD942032,Central,Pending
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,191.77,2024-10-12,Oil Filter,ORD942033,East,Pending
Retail Client,7.75,Engine system,Check,Completed,150.62,Automated migration,1,150.62,2024-10-12,Oil Filter,ORD942034,South,Delivered
Retail Client,14.13,Engine system,GCash,Completed,181.92,Automated migration,1,181.92,2024-10-12,Oil Filter,ORD942035,West,Delivered
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,197.67,2024-10-12,Oil Filter,ORD942036,West,Pending
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,236.42,2024-10-12,Oil Filter,ORD942037,West,Cancelled
Wholesale Client,241.06,Suspension & traction,GCash,Completed,4015.88,Automated migration,1,4015.88,2024-10-12,Shock Absorber,ORD942127,South,Cancelled
Wholesale Client,243.59,Suspension & traction,Cash,Completed,2913.3,Automated migration,1,2913.3,2024-10-12,Shock Absorber,ORD942128,South,Returned
Retail Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2737.91,2024-10-12,Shock Absorber,ORD942129,South,Pending
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,4044.76,2024-10-12,Shock Absorber,ORD942130,South,Pending
Wholesale Client,0.0,Drivetrain,Bank Transfer,Completed,0.0,Automated migration,0,2033.45,2024-10-12,Wheel Bearing,ORD942217,North,Pending
Wholesale Client,0.0,Drivetrain,Check,Completed,0.0,Automated migration,0,2749.04,2024-10-12,Wheel Bearing,ORD942218,North,Pending
Retail Client,16.83,Engine system,Maya,Completed,250.13,Automated migration,1,250.13,2024-10-13,Air Filter,ORD941736,North,Delivered
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,8698.62,2024-10-13,Alternator,ORD941780,Central,Cancelled
Retail Client,86.63,Braking system,GCash,Completed,1089.8,Automated migration,1,1089.8,2024-10-13,Brake Pads,ORD941851,North,Delivered
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,24802.64,2024-10-13,ECU Module,ORD941952,West,Returned
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,20844.12,2024-10-13,ECU Module,ORD941953,South,Cancelled
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,22801.86,2024-10-13,ECU Module,ORD941954,North,Pending
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,17008.17,2024-10-13,ECU Module,ORD941955,Central,Returned
Retail Client,9.72,Engine system,Maya,Completed,179.42,Automated migration,1,179.42,2024-10-13,Oil Filter,ORD942038,West,Delivered
Retail Client,8.38,Engine system,Check,Completed,182.28,Automated migration,1,182.28,2024-10-13,Oil Filter,ORD942039,East,Cancelled
Retail Client,11.23,Engine system,Maya,Completed,250.28,Automated migration,1,250.28,2024-10-13,Oil Filter,ORD942040,West,Pending
Retail Client,0.0,Suspension & traction,Bank Transfer,Completed,0.0,Automated migration,0,2433.64,2024-10-13,Shock Absorber,ORD942131,East,Cancelled
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,10903.65,2024-10-13,Starter Motor,ORD942189,North,Pending
Wholesale Client,134.7,Drivetrain,Bank Transfer,Completed,2365.94,Automated migration,1,2365.94,2024-10-13,Wheel Bearing,ORD942219,Central,Pending
Wholesale Client,388.77,Drivetrain,Bank Transfer,Completed,8498.68,Automated migration,4,2124.67,2024-10-13,Wheel Bearing,ORD942220,North,Delivered
Retail Client,753.32,Drivetrain,Check,Completed,11941.55,Automated migration,5,2388.31,2024-10-13,Wheel Bearing,ORD942221,East,Cancelled
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,316.76,2024-10-14,Air Filter,ORD941737,Central,Delivered
Wholesale Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1434.02,2024-10-14,Brake Pads,ORD941852,East,Pending
Retail Client,415.0,Braking system,Cash,Completed,5551.84,Automated migration,4,1387.96,2024-10-14,Brake Pads,ORD941853,Central,Delivered
Retail Client,644.22,Braking system,Maya,Completed,8332.44,Automated migration,6,1388.74,2024-10-14,Brake Pads,ORD941854,North,Cancelled
Retail Client,43.83,Braking system,Maya,Completed,1097.91,Automated migration,1,1097.91,2024-10-14,Brake Pads,ORD941855,Central,Cancelled
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,22677.44,2024-10-14,Catalytic Converter,ORD941909,East,Pending
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,18023.89,2024-10-14,ECU Module,ORD941956,Central,Returned
Retail Client,16.27,Engine system,Maya,Completed,204.11,Automated migration,1,204.11,2024-10-14,Oil Filter,ORD942041,East,Cancelled
Retail Client,9.53,Engine system,Cash,Completed,248.17,Automated migration,1,248.17,2024-10-14,Oil Filter,ORD942042,North,Cancelled
Wholesale Client,12.06,Engine system,Bank Transfer,Completed,186.46,Automated migration,1,186.46,2024-10-14,Oil Filter,ORD942043,Central,Cancelled
Wholesale Client,10.11,Engine system,Check,Completed,188.11,Automated migration,1,188.11,2024-10-14,Oil Filter,ORD942044,North,Pending
Wholesale Client,14.66,Engine system,Bank Transfer,Completed,161.95,Automated migration,1,161.95,2024-10-14,Oil Filter,ORD942045,North,Cancelled
Wholesale Client,238.22,Suspension & traction,Check,Completed,3258.3,Automated migration,1,3258.3,2024-10-14,Shock Absorber,ORD942132,North,Cancelled
Retail Client,344.92,Suspension & traction,Maya,Completed,5923.86,Automated migration,2,2961.93,2024-10-14,Shock Absorber,ORD942133,Central,Returned
Wholesale Client,269.73,Suspension & traction,Bank Transfer,Completed,3781.23,Automated migration,1,3781.23,2024-10-14,Shock Absorber,ORD942134,West,Returned
Retail Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,339.83,2024-10-15,Air Filter,ORD941738,West,Cancelled
Wholesale Client,577.4,Electrical system,Maya,Completed,11294.72,Automated migration,1,11294.72,2024-10-15,Alternator,ORD941781,North,Cancelled
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,5060.77,2024-10-15,Battery,ORD941808,North,Delivered
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,6694.85,2024-10-15,Battery,ORD941809,South,Returned
Wholesale Client,67.91,Braking system,Maya,Completed,1506.87,Automated migration,1,1506.87,2024-10-15,Brake Pads,ORD941856,East,Delivered
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1043.03,2024-10-15,Brake Pads,ORD941857,East,Delivered
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1501.02,2024-10-15,Brake Pads,ORD941858,East,Cancelled
Wholesale Client,142.4,Braking system,Maya,Completed,3681.15,Automated migration,3,1227.05,2024-10-15,Brake Pads,ORD941859,Central,Pending
Wholesale Client,94.33,Braking system,GCash,Completed,1505.87,Automated migration,1,1505.87,2024-10-15,Brake Pads,ORD941860,North,Pending
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1560.62,2024-10-15,Brake Pads,ORD941861,North,Delivered
Retail Client,10.79,Engine system,Maya,Completed,254.97,Automated migration,1,254.97,2024-10-15,Oil Filter,ORD942046,South,Delivered
Retail Client,16.25,Engine system,Bank Transfer,Completed,181.08,Automated migration,1,181.08,2024-10-15,Oil Filter,ORD942047,North,Delivered
Wholesale Client,11.78,Engine system,Check,Completed,163.65,Automated migration,1,163.65,2024-10-15,Oil Filter,ORD942048,Central,Cancelled
Retail Client,17.76,Engine system,Cash,Completed,233.09,Automated migration,1,233.09,2024-10-15,Oil Filter,ORD942049,North,Pending
Retail Client,10.57,Engine system,Maya,Completed,157.14,Automated migration,1,157.14,2024-10-15,Oil Filter,ORD942050,Central,Returned
Wholesale Client,303.12,Suspension & traction,Maya,Completed,3642.95,Automated migration,1,3642.95,2024-10-15,Shock Absorber,ORD942135,South,Cancelled
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,6248.31,2024-10-15,Starter Motor,ORD942190,West,Cancelled
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,10556.64,2024-10-15,Starter Motor,ORD942191,East,Returned
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,11516.97,2024-10-15,Starter Motor,ORD942192,West,Delivered
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,8029.34,2024-10-15,Starter Motor,ORD942193,North,Pending
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,9242.04,2024-10-15,Starter Motor,ORD942194,North,Cancelled
Wholesale Client,155.05,Drivetrain,Maya,Completed,2006.02,Automated migration,1,2006.02,2024-10-15,Wheel Bearing,ORD942222,North,Delivered
Wholesale Client,0.0,Drivetrain,Bank Transfer,Completed,0.0,Automated migration,0,2215.84,2024-10-15,Wheel Bearing,ORD942223,East,Delivered
Retail Client,112.11,Drivetrain,Cash,Completed,2185.69,Automated migration,1,2185.69,2024-10-15,Wheel Bearing,ORD942224,East,Delivered
Retail Client,0.0,Drivetrain,GCash,Completed,0.0,Automated migration,0,2821.11,2024-10-15,Wheel Bearing,ORD942225,South,Pending
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,267.35,2024-10-16,Air Filter,ORD941739,North,Cancelled
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,7077.61,2024-10-16,Battery,ORD941810,West,Cancelled
Wholesale Client,137.8,Braking system,Check,Completed,1493.7,Automated migration,1,1493.7,2024-10-16,Brake Pads,ORD941862,Central,Returned
Retail Client,46.02,Braking system,Bank Transfer,Completed,1119.46,Automated migration,1,1119.46,2024-10-16,Brake Pads,ORD941863,East,Returned
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1031.98,2024-10-16,Brake Pads,ORD941864,East,Cancelled
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,17528.14,2024-10-16,Catalytic Converter,ORD941910,West,Delivered
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,17348.43,2024-10-16,ECU Module,ORD941957,North,Returned
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,25556.07,2024-10-16,ECU Module,ORD941958,East,Returned
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,15958.49,2024-10-16,ECU Module,ORD941959,East,Delivered
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,22817.64,2024-10-16,ECU Module,ORD941960,North,Pending
Wholesale Client,21.0,Engine system,GCash,Completed,253.45,Automated migration,1,253.45,2024-10-16,Oil Filter,ORD942051,North,Cancelled
Retail Client,14.18,Engine system,GCash,Completed,186.16,Automated migration,1,186.16,2024-10-16,Oil Filter,ORD942052,South,Cancelled
Wholesale Client,7.77,Engine system,GCash,Completed,148.42,Automated migration,1,148.42,2024-10-16,Oil Filter,ORD942053,West,Returned
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,225.74,2024-10-16,Oil Filter,ORD942054,East,Cancelled
Retail Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,226.25,2024-10-16,Oil Filter,ORD942055,East,Pending
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,174.54,2024-10-16,Oil Filter,ORD942056,South,Returned
Retail Client,303.46,Suspension & traction,Bank Transfer,Completed,3213.45,Automated migration,1,3213.45,2024-10-16,Shock Absorber,ORD942136,West,Delivered
Retail Client,99.89,Suspension & traction,Maya,Completed,2530.88,Automated migration,1,2530.88,2024-10-16,Shock Absorber,ORD942137,East,Cancelled
Retail Client,252.33,Suspension & traction,GCash,Completed,3194.92,Automated migration,1,3194.92,2024-10-16,Shock Absorber,ORD942138,East,Delivered
Retail Client,270.07,Suspension & traction,Maya,Completed,4149.91,Automated migration,1,4149.91,2024-10-16,Shock Absorber,ORD942139,North,Cancelled
Wholesale Client,1063.01,Drivetrain,Bank Transfer,Completed,16986.18,Automated migration,6,2831.03,2024-10-16,Wheel Bearing,ORD942226,South,Pending
Retail Client,142.64,Drivetrain,Cash,Completed,1955.12,Automated migration,1,1955.12,2024-10-16,Wheel Bearing,ORD942227,East,Delivered
Retail Client,62.29,Engine system,Maya,Completed,891.84,Automated migration,4,222.96,2024-10-17,Air Filter,ORD941740,West,Cancelled
Retail Client,779.65,Electrical system,Maya,Completed,12222.81,Automated migration,1,12222.81,2024-10-17,Alternator,ORD941782,East,Delivered
