customerName,otherExpenses,category,paymentMethod,status,totalAmount,notes,quantity,unitPrice,reportDate,productName,orderNumber
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,17763.41,2024-12-04,Catalytic Converter,ORD943026
Wholesale Client,5287.46,Electrical system,Bank Transfer,Completed,137168.95,Automated migration,5,27433.79,2024-12-04,ECU Module,ORD943074
Retail Client,2583.94,Electrical system,GCash,Completed,28439.82,Automated migration,1,28439.82,2024-12-04,ECU Module,ORD943075
Retail Client,2080.81,Electrical system,Bank Transfer,Completed,24301.49,Automated migration,1,24301.49,2024-12-04,ECU Module,ORD943076
Wholesale Client,18.14,Engine system,Maya,Completed,192.73,Automated migration,1,192.73,2024-12-04,Oil Filter,ORD943145
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,148.18,2024-12-04,Oil Filter,ORD943146
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,242.3,2024-12-04,Oil Filter,ORD943147
Wholesale Client,12.17,Engine system,Bank Transfer,Completed,212.19,Automated migration,1,212.19,2024-12-04,Oil Filter,ORD943148
Wholesale Client,13.31,Engine system,Maya,Completed,255.64,Automated migration,1,255.64,2024-12-04,Oil Filter,ORD943149
Retail Client,223.68,Suspension & traction,Maya,Completed,2871.56,Automated migration,1,2871.56,2024-12-04,Shock Absorber,ORD943263
Retail Client,481.85,Suspension & traction,GCash,Completed,10094.72,Automated migration,4,2523.68,2024-12-04,Shock Absorber,ORD943264
Wholesale Client,347.6,Electrical system,Maya,Completed,8863.34,Automated migration,1,8863.34,2024-12-04,Starter Motor,ORD943331
Retail Client,97.07,Drivetrain,Bank Transfer,Completed,2272.09,Automated migration,1,2272.09,2024-12-04,Wheel Bearing,ORD943364
Retail Client,18.28,Engine system,GCash,Completed,308.38,Automated migration,1,308.38,2024-12-05,Air Filter,ORD942834
Wholesale Client,19.09,Engine system,Check,Completed,339.74,Automated migration,1,339.74,2024-12-05,Air Filter,ORD942835
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,6167.21,2024-12-05,Battery,ORD942912
Wholesale Client,2010.75,Electrical system,Cash,Completed,26270.55,Automated migration,1,26270.55,2024-12-05,ECU Module,ORD943077
Retail Client,1320.93,Electrical system,Bank Transfer,Completed,25258.35,Automated migration,1,25258.35,2024-12-05,ECU Module,ORD943078
Wholesale Client,1360.99,Electrical system,Check,Completed,22455.0,Automated migration,1,22455.0,2024-12-05,ECU Module,ORD943079
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,17398.34,2024-12-05,ECU Module,ORD943080
Retail Client,21.51,Engine system,GCash,Completed,227.36,Automated migration,1,227.36,2024-12-05,Oil Filter,ORD943150
Wholesale Client,641.28,Suspension & traction,GCash,Completed,7971.3,Automated migration,3,2657.1,2024-12-05,Shock Absorber,ORD943265
Wholesale Client,879.69,Suspension & traction,Bank Transfer,Completed,13188.2,Automated migration,5,2637.64,2024-12-05,Shock Absorber,ORD943266
Retail Client,887.6,Drivetrain,Maya,Completed,15868.98,Automated migration,6,2644.83,2024-12-05,Wheel Bearing,ORD943365
Retail Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,2259.32,2024-12-05,Wheel Bearing,ORD943366
Wholesale Client,119.11,Drivetrain,Cash,Completed,1767.24,Automated migration,1,1767.24,2024-12-05,Wheel Bearing,ORD943367
Retail Client,717.45,Drivetrain,Bank Transfer,Completed,17179.74,Automated migration,6,2863.29,2024-12-05,Wheel Bearing,ORD943368
Retail Client,317.31,Drivetrain,Cash,Completed,3973.38,Automated migration,2,1986.69,2024-12-05,Wheel Bearing,ORD943369
Wholesale Client,264.89,Drivetrain,Maya,Completed,2855.26,Automated migration,1,2855.26,2024-12-05,Wheel Bearing,ORD943370
Retail Client,151.51,Drivetrain,Check,Completed,2541.01,Automated migration,1,2541.01,2024-12-05,Wheel Bearing,ORD943371
Retail Client,0.0,Drivetrain,Cash,Completed,0.0,Automated migration,0,2020.66,2024-12-05,Wheel Bearing,ORD943372
Retail Client,198.2,Drivetrain,Cash,Completed,2252.15,Automated migration,1,2252.15,2024-12-05,Wheel Bearing,ORD943373
Retail Client,16.41,Engine system,GCash,Completed,222.37,Automated migration,1,222.37,2024-12-06,Air Filter,ORD942836
Retail Client,19.55,Engine system,GCash,Completed,290.19,Automated migration,1,290.19,2024-12-06,Air Filter,ORD942837
Retail Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,11373.48,2024-12-06,Alternator,ORD942888
Wholesale Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,22191.8,2024-12-06,Catalytic Converter,ORD943027
Retail Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,14783.37,2024-12-06,Catalytic Converter,ORD943028
Wholesale Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,18424.79,2024-12-06,Catalytic Converter,ORD943029
Retail Client,11768.44,Electrical system,Cash,Completed,172529.6,Automated migration,10,17252.96,2024-12-06,ECU Module,ORD943081
Retail Client,1923.39,Electrical system,Maya,Completed,20736.52,Automated migration,1,20736.52,2024-12-06,ECU Module,ORD943082
Retail Client,10.48,Engine system,Maya,Completed,202.32,Automated migration,1,202.32,2024-12-06,Oil Filter,ORD943151
Wholesale Client,21.62,Engine system,GCash,Completed,237.22,Automated migration,1,237.22,2024-12-06,Oil Filter,ORD943152
Retail Client,7.69,Engine system,Maya,Completed,168.96,Automated migration,1,168.96,2024-12-06,Oil Filter,ORD943153
Wholesale Client,7.41,Engine system,GCash,Completed,145.41,Automated migration,1,145.41,2024-12-06,Oil Filter,ORD943154
Wholesale Client,14.04,Engine system,Cash,Completed,194.37,Automated migration,1,194.37,2024-12-06,Oil Filter,ORD943155
Retail Client,147.4,Suspension & traction,GCash,Completed,3306.75,Automated migration,1,3306.75,2024-12-06,Shock Absorber,ORD943267
Wholesale Client,160.5,Suspension & traction,GCash,Completed,4088.49,Automated migration,1,4088.49,2024-12-06,Shock Absorber,ORD943268
Retail Client,174.78,Suspension & traction,Cash,Completed,4041.67,Automated migration,1,4041.67,2024-12-06,Shock Absorber,ORD943269
Retail Client,41.67,Engine system,Bank Transfer,Completed,693.9,Automated migration,2,346.95,2024-12-07,Air Filter,ORD942838
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,331.93,2024-12-07,Air Filter,ORD942839
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,337.75,2024-12-07,Air Filter,ORD942840
Wholesale Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,8226.18,2024-12-07,Alternator,ORD942889
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1072.73,2024-12-07,Brake Pads,ORD942938
Wholesale Client,335.02,Braking system,GCash,Completed,5127.45,Automated migration,5,1025.49,2024-12-07,Brake Pads,ORD942939
Wholesale Client,330.63,Braking system,GCash,Completed,7517.64,Automated migration,6,1252.94,2024-12-07,Brake Pads,ORD942940
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,22420.89,2024-12-07,Catalytic Converter,ORD943030
Retail Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,14882.96,2024-12-07,Catalytic Converter,ORD943031
Retail Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,15105.79,2024-12-07,Catalytic Converter,ORD943032
Wholesale Client,1256.93,Electrical system,Bank Transfer,Completed,21312.34,Automated migration,1,21312.34,2024-12-07,ECU Module,ORD943083
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,24861.46,2024-12-07,ECU Module,ORD943084
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,219.4,2024-12-07,Oil Filter,ORD943156
Retail Client,7.84,Engine system,Cash,Completed,217.04,Automated migration,1,217.04,2024-12-07,Oil Filter,ORD943157
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,4118.21,2024-12-07,Shock Absorber,ORD943270
Retail Client,0.0,Suspension & traction,Cash,Completed,0.0,Automated migration,0,3177.72,2024-12-07,Shock Absorber,ORD943271
Retail Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3529.22,2024-12-07,Shock Absorber,ORD943272
Retail Client,469.87,Electrical system,Cash,Completed,6705.23,Automated migration,1,6705.23,2024-12-07,Starter Motor,ORD943332
Retail Client,502.85,Electrical system,Bank Transfer,Completed,11100.84,Automated migration,1,11100.84,2024-12-07,Starter Motor,ORD943333
Wholesale Client,552.14,Drivetrain,GCash,Completed,10070.36,Automated migration,4,2517.59,2024-12-07,Wheel Bearing,ORD943374
Retail Client,143.17,Drivetrain,Bank Transfer,Completed,2853.24,Automated migration,1,2853.24,2024-12-07,Wheel Bearing,ORD943375
Retail Client,682.44,Drivetrain,Check,Completed,10102.52,Automated migration,4,2525.63,2024-12-07,Wheel Bearing,ORD943376
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,5709.85,2024-12-08,Battery,ORD942913
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,6571.51,2024-12-08,Battery,ORD942914
Retail Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1554.31,2024-12-08,Brake Pads,ORD942941
Wholesale Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,14381.61,2024-12-08,Catalytic Converter,ORD943033
Retail Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,13418.35,2024-12-08,Catalytic Converter,ORD943034
Wholesale Client,9902.45,Electrical system,Cash,Completed,105845.2,Automated migration,4,26461.3,2024-12-08,ECU Module,ORD943085
Wholesale Client,6.97,Engine system,Cash,Completed,185.84,Automated migration,1,185.84,2024-12-08,Oil Filter,ORD943158
Retail Client,12.15,Engine system,Maya,Completed,206.97,Automated migration,1,206.97,2024-12-08,Oil Filter,ORD943159
Retail Client,12.24,Engine system,Cash,Completed,247.65,Automated migration,1,247.65,2024-12-08,Oil Filter,ORD943160
Retail Client,9.36,Engine system,Check,Completed,143.96,Automated migration,1,143.96,2024-12-08,Oil Filter,ORD943161
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,243.03,2024-12-08,Oil Filter,ORD943162
Retail Client,1558.77,Suspension & traction,GCash,Completed,18762.05,Automated migration,5,3752.41,2024-12-08,Shock Absorber,ORD943273
Wholesale Client,146.01,Suspension & traction,Bank Transfer,Completed,2822.61,Automated migration,1,2822.61,2024-12-08,Shock Absorber,ORD943274
Retail Client,0.0,Suspension & traction,Maya,Completed,0.0,Automated migration,0,3578.03,2024-12-08,Shock Absorber,ORD943275
Wholesale Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2700.04,2024-12-08,Shock Absorber,ORD943276
Wholesale Client,161.0,Suspension & traction,Cash,Completed,3225.02,Automated migration,1,3225.02,2024-12-08,Shock Absorber,ORD943277
Retail Client,230.07,Electrical system,Maya,Completed,6371.34,Automated migration,1,6371.34,2024-12-08,Starter Motor,ORD943334
Wholesale Client,0.0,Drivetrain,Check,Completed,0.0,Automated migration,0,2754.32,2024-12-08,Wheel Bearing,ORD943377
Wholesale Client,109.38,Engine system,Maya,Completed,1362.35,Automated migration,5,272.47,2024-12-09,Air Filter,ORD942841
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,264.34,2024-12-09,Air Filter,ORD942842
Retail Client,104.53,Braking system,Maya,Completed,1489.91,Automated migration,1,1489.91,2024-12-09,Brake Pads,ORD942942
Wholesale Client,297.06,Braking system,Bank Transfer,Completed,5577.05,Automated migration,5,1115.41,2024-12-09,Brake Pads,ORD942943
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,950.18,2024-12-09,Brake Pads,ORD942944
Wholesale Client,6221.64,Electrical system,Check,Completed,84480.72,Automated migration,3,28160.24,2024-12-09,ECU Module,ORD943086
Wholesale Client,9395.14,Electrical system,Maya,Completed,111833.88,Automated migration,4,27958.47,2024-12-09,ECU Module,ORD943087
Retail Client,1271.82,Electrical system,Cash,Completed,20709.88,Automated migration,1,20709.88,2024-12-09,ECU Module,ORD943088
Retail Client,9017.58,Electrical system,Maya,Completed,134723.75,Automated migration,7,19246.25,2024-12-09,ECU Module,ORD943089
Wholesale Client,1205.57,Electrical system,Maya,Completed,20175.87,Automated migration,1,20175.87,2024-12-09,ECU Module,ORD943090
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,161.5,2024-12-09,Oil Filter,ORD943163
Wholesale Client,22.06,Engine system,Bank Transfer,Completed,233.28,Automated migration,1,233.28,2024-12-09,Oil Filter,ORD943164
Retail Client,169.12,Suspension & traction,Cash,Completed,2475.26,Automated migration,1,2475.26,2024-12-09,Shock Absorber,ORD943278
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,2831.66,2024-12-09,Shock Absorber,ORD943279
Retail Client,125.18,Suspension & traction,Cash,Completed,2796.08,Automated migration,1,2796.08,2024-12-09,Shock Absorber,ORD943280
Wholesale Client,270.46,Suspension & traction,GCash,Completed,3503.98,Automated migration,1,3503.98,2024-12-09,Shock Absorber,ORD943281
Retail Client,435.32,Electrical system,GCash,Completed,6751.76,Automated migration,1,6751.76,2024-12-09,Starter Motor,ORD943335
Wholesale Client,423.35,Electrical system,GCash,Completed,11681.41,Automated migration,1,11681.41,2024-12-09,Starter Motor,ORD943336
Retail Client,444.41,Electrical system,Check,Completed,9187.74,Automated migration,1,9187.74,2024-12-09,Starter Motor,ORD943337
Wholesale Client,201.1,Drivetrain,Maya,Completed,2362.43,Automated migration,1,2362.43,2024-12-09,Wheel Bearing,ORD943378
Retail Client,360.66,Drivetrain,Bank Transfer,Completed,4748.48,Automated migration,2,2374.24,2024-12-09,Wheel Bearing,ORD943379
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,4331.53,2024-12-10,Battery,ORD942915
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,7667.01,2024-12-10,Battery,ORD942916
Wholesale Client,0.0,Electrical system,Check,Completed,0.0,Automated migration,0,5192.1,2024-12-10,Battery,ORD942917
Retail Client,595.37,Braking system,Check,Completed,7631.55,Automated migration,5,1526.31,2024-12-10,Brake Pads,ORD942945
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1265.03,2024-12-10,Brake Pads,ORD942946
Wholesale Client,237.88,Braking system,Cash,Completed,4556.04,Automated migration,3,1518.68,2024-12-10,Brake Pads,ORD942947
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,12395.48,2024-12-10,Catalytic Converter,ORD943035
Wholesale Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,18059.71,2024-12-10,Catalytic Converter,ORD943036
Wholesale Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,15108.9,2024-12-10,Catalytic Converter,ORD943037
Retail Client,3134.67,Electrical system,Bank Transfer,Completed,33456.32,Automated migration,2,16728.16,2024-12-10,ECU Module,ORD943091
Wholesale Client,868.13,Electrical system,Maya,Completed,17851.99,Automated migration,1,17851.99,2024-12-10,ECU Module,ORD943092
Retail Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,182.84,2024-12-10,Oil Filter,ORD943165
Wholesale Client,0.0,Engine system,GCash,Completed,0.0,Automated migration,0,179.12,2024-12-10,Oil Filter,ORD943166
Retail Client,204.26,Suspension & traction,Check,Completed,3173.38,Automated migration,1,3173.38,2024-12-10,Shock Absorber,ORD943282
Wholesale Client,824.79,Suspension & traction,GCash,Completed,17429.7,Automated migration,6,2904.95,2024-12-10,Shock Absorber,ORD943283
Wholesale Client,164.55,Suspension & traction,Maya,Completed,2488.64,Automated migration,1,2488.64,2024-12-10,Shock Absorber,ORD943284
Retail Client,0.0,Drivetrain,Check,Completed,0.0,Automated migration,0,1711.68,2024-12-10,Wheel Bearing,ORD943380
Retail Client,134.6,Engine system,Check,Completed,1820.22,Automated migration,6,303.37,2024-12-11,Air Filter,ORD942843
Retail Client,13.58,Engine system,Maya,Completed,359.99,Automated migration,1,359.99,2024-12-11,Air Filter,ORD942844
Wholesale Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,291.04,2024-12-11,Air Filter,ORD942845
Retail Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,8522.1,2024-12-11,Alternator,ORD942890
Retail Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,5150.71,2024-12-11,Battery,ORD942918
Wholesale Client,564.56,Braking system,Bank Transfer,Completed,6529.65,Automated migration,5,1305.93,2024-12-11,Brake Pads,ORD942948
Retail Client,713.76,Braking system,GCash,Completed,7828.87,Automated migration,7,1118.41,2024-12-11,Brake Pads,ORD942949
Wholesale Client,41.39,Braking system,Maya,Completed,1174.6,Automated migration,1,1174.6,2024-12-11,Brake Pads,ORD942950
Retail Client,701.79,Braking system,Cash,Completed,8575.91,Automated migration,7,1225.13,2024-12-11,Brake Pads,ORD942951
Wholesale Client,0.0,Exhaust system,Maya,Completed,0.0,Automated migration,0,17047.81,2024-12-11,Catalytic Converter,ORD943038
Wholesale Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,18690.53,2024-12-11,Catalytic Converter,ORD943039
Retail Client,0.0,Exhaust system,Check,Completed,0.0,Automated migration,0,20383.88,2024-12-11,Catalytic Converter,ORD943040
Retail Client,16873.58,Electrical system,Check,Completed,184619.2,Automated migration,8,23077.4,2024-12-11,ECU Module,ORD943093
Retail Client,1090.62,Electrical system,Cash,Completed,17258.7,Automated migration,1,17258.7,2024-12-11,ECU Module,ORD943094
Retail Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,191.94,2024-12-11,Oil Filter,ORD943167
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,157.84,2024-12-11,Oil Filter,ORD943168
Retail Client,13.54,Engine system,Cash,Completed,215.68,Automated migration,1,215.68,2024-12-11,Oil Filter,ORD943169
Wholesale Client,6.05,Engine system,Cash,Completed,152.34,Automated migration,1,152.34,2024-12-11,Oil Filter,ORD943170
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3075.55,2024-12-11,Shock Absorber,ORD943285
Retail Client,99.77,Suspension & traction,Check,Completed,2716.36,Automated migration,1,2716.36,2024-12-11,Shock Absorber,ORD943286
Retail Client,188.14,Suspension & traction,GCash,Completed,3210.71,Automated migration,1,3210.71,2024-12-11,Shock Absorber,ORD943287
Retail Client,327.42,Electrical system,Cash,Completed,7155.21,Automated migration,1,7155.21,2024-12-11,Starter Motor,ORD943338
Wholesale Client,142.83,Drivetrain,Bank Transfer,Completed,2570.4,Automated migration,1,2570.4,2024-12-11,Wheel Bearing,ORD943381
Wholesale Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,8713.28,2024-12-12,Alternator,ORD942891
Wholesale Client,0.0,Electrical system,Bank Transfer,Completed,0.0,Automated migration,0,11343.74,2024-12-12,Alternator,ORD942892
Retail Client,0.0,Braking system,Check,Completed,0.0,Automated migration,0,1376.57,2024-12-12,Brake Pads,ORD942952
Retail Client,77.01,Braking system,Cash,Completed,979.45,Automated migration,1,979.45,2024-12-12,Brake Pads,ORD942953
Wholesale Client,55.07,Braking system,Bank Transfer,Completed,984.73,Automated migration,1,984.73,2024-12-12,Brake Pads,ORD942954
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,16075.49,2024-12-12,Catalytic Converter,ORD943041
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,22438.55,2024-12-12,Catalytic Converter,ORD943042
Wholesale Client,0.0,Exhaust system,Cash,Completed,0.0,Automated migration,0,20481.55,2024-12-12,Catalytic Converter,ORD943043
Wholesale Client,1197.64,Electrical system,Cash,Completed,18630.97,Automated migration,1,18630.97,2024-12-12,ECU Module,ORD943095
Retail Client,20724.35,Electrical system,Bank Transfer,Completed,240199.2,Automated migration,10,24019.92,2024-12-12,ECU Module,ORD943096
Wholesale Client,16.1,Engine system,Bank Transfer,Completed,182.11,Automated migration,1,182.11,2024-12-12,Oil Filter,ORD943171
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,246.78,2024-12-12,Oil Filter,ORD943172
Wholesale Client,8.96,Engine system,GCash,Completed,252.83,Automated migration,1,252.83,2024-12-12,Oil Filter,ORD943173
Wholesale Client,9.7,Engine system,Bank Transfer,Completed,176.52,Automated migration,1,176.52,2024-12-12,Oil Filter,ORD943174
Wholesale Client,8.06,Engine system,GCash,Completed,199.58,Automated migration,1,199.58,2024-12-12,Oil Filter,ORD943175
Retail Client,0.0,Engine system,Check,Completed,0.0,Automated migration,0,182.57,2024-12-12,Oil Filter,ORD943176
Retail Client,151.15,Suspension & traction,GCash,Completed,3757.13,Automated migration,1,3757.13,2024-12-12,Shock Absorber,ORD943288
Wholesale Client,300.49,Drivetrain,Cash,Completed,5556.6,Automated migration,3,1852.2,2024-12-12,Wheel Bearing,ORD943382
Wholesale Client,163.89,Drivetrain,Bank Transfer,Completed,2541.68,Automated migration,1,2541.68,2024-12-12,Wheel Bearing,ORD943383
Wholesale Client,17.12,Engine system,Cash,Completed,322.04,Automated migration,1,322.04,2024-12-13,Air Filter,ORD942846
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,4980.23,2024-12-13,Battery,ORD942919
Wholesale Client,386.65,Braking system,GCash,Completed,6411.55,Automated migration,5,1282.31,2024-12-13,Brake Pads,ORD942955
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1020.0,2024-12-13,Brake Pads,ORD942956
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1061.32,2024-12-13,Brake Pads,ORD942957
Retail Client,0.0,Braking system,Cash,Completed,0.0,Automated migration,0,1181.14,2024-12-13,Brake Pads,ORD942958
Wholesale Client,58.57,Braking system,Check,Completed,992.57,Automated migration,1,992.57,2024-12-13,Brake Pads,ORD942959
Retail Client,63.83,Braking system,Maya,Completed,1195.88,Automated migration,1,1195.88,2024-12-13,Brake Pads,ORD942960
Retail Client,0.0,Exhaust system,Bank Transfer,Completed,0.0,Automated migration,0,19580.81,2024-12-13,Catalytic Converter,ORD943044
Retail Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,21521.99,2024-12-13,Catalytic Converter,ORD943045
Wholesale Client,0.0,Electrical system,Cash,Completed,0.0,Automated migration,0,24031.08,2024-12-13,ECU Module,ORD943097
Wholesale Client,9.41,Engine system,Check,Completed,168.66,Automated migration,1,168.66,2024-12-13,Oil Filter,ORD943177
Wholesale Client,0.0,Suspension & traction,GCash,Completed,0.0,Automated migration,0,2794.88,2024-12-13,Shock Absorber,ORD943289
Retail Client,216.4,Suspension & traction,GCash,Completed,3283.7,Automated migration,1,3283.7,2024-12-13,Shock Absorber,ORD943290
Wholesale Client,342.61,Suspension & traction,Check,Completed,4034.42,Automated migration,1,4034.42,2024-12-13,Shock Absorber,ORD943291
Retail Client,300.49,Suspension & traction,Check,Completed,3328.15,Automated migration,1,3328.15,2024-12-13,Shock Absorber,ORD943292
Retail Client,19.66,Engine system,Check,Completed,253.64,Automated migration,1,253.64,2024-12-14,Air Filter,ORD942847
Retail Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,354.68,2024-12-14,Air Filter,ORD942848
Retail Client,36.38,Engine system,Cash,Completed,535.74,Automated migration,2,267.87,2024-12-14,Air Filter,ORD942849
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,9344.97,2024-12-14,Alternator,ORD942893
Retail Client,0.0,Electrical system,GCash,Completed,0.0,Automated migration,0,8483.7,2024-12-14,Alternator,ORD942894
Wholesale Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1206.16,2024-12-14,Brake Pads,ORD942961
Wholesale Client,53.9,Braking system,GCash,Completed,1304.63,Automated migration,1,1304.63,2024-12-14,Brake Pads,ORD942962
Wholesale Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,966.41,2024-12-14,Brake Pads,ORD942963
Retail Client,52.93,Braking system,Cash,Completed,1342.79,Automated migration,1,1342.79,2024-12-14,Brake Pads,ORD942964
Retail Client,0.0,Braking system,Maya,Completed,0.0,Automated migration,0,1189.85,2024-12-14,Brake Pads,ORD942965
Wholesale Client,14761.12,Electrical system,Maya,Completed,210605.31,Automated migration,9,23400.59,2024-12-14,ECU Module,ORD943098
Retail Client,14.76,Engine system,Cash,Completed,212.65,Automated migration,1,212.65,2024-12-14,Oil Filter,ORD943178
Wholesale Client,13.24,Engine system,Maya,Completed,208.24,Automated migration,1,208.24,2024-12-14,Oil Filter,ORD943179
Wholesale Client,16.63,Engine system,Cash,Completed,218.03,Automated migration,1,218.03,2024-12-14,Oil Filter,ORD943180
Wholesale Client,7.95,Engine system,GCash,Completed,217.32,Automated migration,1,217.32,2024-12-14,Oil Filter,ORD943181
Wholesale Client,28.58,Engine system,Cash,Completed,364.22,Automated migration,2,182.11,2024-12-14,Oil Filter,ORD943182
Wholesale Client,0.0,Engine system,Bank Transfer,Completed,0.0,Automated migration,0,142.97,2024-12-14,Oil Filter,ORD943183
Retail Client,125.88,Suspension & traction,GCash,Completed,2668.11,Automated migration,1,2668.11,2024-12-14,Shock Absorber,ORD943293
Wholesale Client,485.33,Suspension & traction,Check,Completed,9346.74,Automated migration,3,3115.58,2024-12-14,Shock Absorber,ORD943294
Retail Client,116.37,Suspension & traction,Check,Completed,3218.67,Automated migration,1,3218.67,2024-12-14,Shock Absorber,ORD943295
Retail Client,0.0,Electrical system,Maya,Completed,0.0,Automated migration,0,5044.82,2024-12-15,Battery,ORD942920
Retail Client,528.26,Braking system,Bank Transfer,Completed,8337.84,Automated migration,6,1389.64,2024-12-15,Brake Pads,ORD942966
Retail Client,0.0,Braking system,Bank Transfer,Completed,0.0,Automated migration,0,1248.12,2024-12-15,Brake Pads,ORD942967
Retail Client,538.81,Braking system,GCash,Completed,8459.22,Automated migration,7,1208.46,2024-12-15,Brake Pads,ORD942968
Retail Client,0.0,Braking system,GCash,Completed,0.0,Automated migration,0,1302.03,2024-12-15,Brake Pads,ORD942969
Wholesale Client,666.98,Braking system,Maya,Completed,7435.82,Automated migration,7,1062.26,2024-12-15,Brake Pads,ORD942970
Wholesale Client,0.0,Exhaust system,GCash,Completed,0.0,Automated migration,0,13505.89,2024-12-15,Catalytic Converter,ORD943046
Wholesale Client,1059.03,Electrical system,Check,Completed,23356.0,Automated migration,1,23356.0,2024-12-15,ECU Module,ORD943099
Wholesale Client,6021.12,Electrical system,Maya,Completed,108880.5,Automated migration,5,21776.1,2024-12-15,ECU Module,ORD943100
Retail Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,247.19,2024-12-15,Oil Filter,ORD943184
Wholesale Client,8.96,Engine system,Bank Transfer,Completed,152.47,Automated migration,1,152.47,2024-12-15,Oil Filter,ORD943185
Wholesale Client,8.53,Engine system,GCash,Completed,167.09,Automated migration,1,167.09,2024-12-15,Oil Filter,ORD943186
Wholesale Client,0.0,Engine system,Maya,Completed,0.0,Automated migration,0,177.25,2024-12-15,Oil Filter,ORD943187
Retail Client,10.99,Engine system,GCash,Completed,186.34,Automated migration,1,186.34,2024-12-15,Oil Filter,ORD943188
Wholesale Client,0.0,Suspension & traction,Check,Completed,0.0,Automated migration,0,3079.12,2024-12-15,Shock Absorber,ORD943296
Wholesale Client,107.1,Drivetrain,Bank Transfer,Completed,1913.5,Automated migration,1,1913.5,2024-12-15,Wheel Bearing,ORD943384
Wholesale Client,0.0,Engine system,Cash,Completed,0.0,Automated migration,0,306.02,2024-12-16,Air Filter,ORD942850
