date,order_number,product_name,category,customer_type,quantity,unit_price,other_expenses,total_amount,payment_method
2023-02-13,ORD3530,Fuel Pump,Fuel System,Retail,4,106.45,0.0,425.8,Credit card
2023-02-13,ORD3531,Brake Rotor,Braking system,Wholesale,41,62.7,0.0,2570.7,Credit card
2023-02-13,ORD3532,Spark Plugs,Ignition,Corporate,16,12.87,12.76,218.68,PayPal
2023-02-13,ORD3533,Battery,Electrical,Wholesale,23,231.98,0.0,5335.54,Credit card
2023-02-14,ORD3534,Spark Plugs,Ignition,Retail,1,7.05,0.0,7.05,Bank transfer
2023-02-14,ORD3535,Alternator,Electrical,Retail,5,247.03,13.98,1249.13,Cash
2023-02-15,ORD3536,Clutch Kit,Transmission,Retail,2,243.99,0.0,487.98,Credit card
2023-02-15,ORD3537,Radiator,Cooling,Wholesale,40,86.03,0.0,3441.2,Cash
2023-02-16,ORD3538,Brake Pads,Braking system,Wholesale,39,50.86,71.35,2054.89,Cash
2023-02-16,ORD3539,Water Pump,Cooling,Corporate,9,91.57,0.0,824.13,PayPal
2023-02-16,ORD3540,Alternator,Electrical,Retail,5,321.32,62.94,1669.54,Cash
2023-02-17,ORD3541,Air Filter,Engine,Retail,4,22.91,35.74,127.38,Cash
2023-02-18,ORD3542,Alternator,Electrical,Corporate,5,321.25,75.46,1681.71,Cash
2023-02-19,ORD3543,Brake Pads,Braking system,Wholesale,10,23.64,0.0,236.4,Bank transfer
2023-02-20,ORD3544,Battery,Electrical,Wholesale,11,172.43,0.0,1896.73,Cash
2023-02-20,ORD3545,Radiator,Cooling,Retail,2,152.94,0.0,305.88,PayPal
2023-02-20,ORD3546,Clutch Kit,Transmission,Retail,3,215.38,52.76,698.9,PayPal
2023-02-21,ORD3547,Control Arm,Suspension,Retail,3,107.37,0.0,322.11,Bank transfer
2023-02-22,ORD3548,Water Pump,Cooling,Retail,1,45.26,0.0,45.26,PayPal
2023-02-22,ORD3549,Control Arm,Suspension,Retail,4,174.14,0.0,696.56,Cash
2023-02-22,ORD3550,Oil Filter,Engine,Retail,1,12.4,0.0,12.4,Cash
2023-02-23,ORD3551,Water Pump,Cooling,Retail,3,54.16,0.0,162.48,Cash
2023-02-23,ORD3552,Fuel Pump,Fuel System,Retail,4,85.52,0.0,342.08,Bank transfer
2023-02-24,ORD3553,Shock Absorber,Suspension,Wholesale,36,79.57,0.0,2864.52,Bank transfer
2023-02-25,ORD3554,Alternator,Electrical,Wholesale,12,164.58,71.84,2046.8,PayPal
2023-02-26,ORD3555,Alternator,Electrical,Retail,4,165.3,0.0,661.2,Credit card
2023-02-26,ORD3556,Shock Absorber,Suspension,Retail,2,142.07,78.0,362.14,Cash
2023-02-27,ORD3557,Battery,Electrical,Retail,5,245.35,0.0,1226.75,Bank transfer
2023-02-27,ORD3558,Oil Filter,Engine,Retail,3,18.33,75.9,130.89,Cash
2023-02-28,ORD3559,Engine Oil,Engine,Retail,4,42.5,0.0,170.0,PayPal
2023-02-28,ORD3560,Clutch Kit,Transmission,Retail,3,209.44,67.38,695.7,PayPal
2023-03-01,ORD3561,Engine Oil,Engine,Retail,2,46.73,17.56,111.02,PayPal
2023-03-01,ORD3562,Air Filter,Engine,Retail,2,32.78,0.0,65.56,PayPal
2023-03-02,ORD3563,Battery,Electrical,Retail,3,218.03,0.0,654.09,Bank transfer
2023-03-02,ORD3564,Alternator,Electrical,Wholesale,49,205.21,63.73,10119.02,Credit card
2023-03-03,ORD3565,Engine Oil,Engine,Wholesale,47,49.57,58.49,2388.28,Credit card
2023-03-03,ORD3566,Brake Pads,Braking system,Corporate,9,55.88,0.0,502.92,PayPal
2023-03-03,ORD3567,Air Filter,Engine,Retail,5,21.77,0.0,108.85,Bank transfer
2023-03-04,ORD3568,Brake Pads,Braking system,Retail,3,39.39,0.0,118.17,Cash
2023-03-05,ORD3569,Water Pump,Cooling,Retail,3,40.71,13.02,135.15,Cash
2023-03-05,ORD3570,Control Arm,Suspension,Retail,1,136.81,5.07,141.88,Bank transfer
2023-03-05,ORD3571,Water Pump,Cooling,Retail,4,60.83,0.0,243.32,Cash
2023-03-05,ORD3572,Brake Pads,Braking system,Retail,5,34.84,35.1,209.3,PayPal
2023-03-06,ORD3573,Brake Rotor,Braking system,Retail,5,95.5,35.73,513.23,Bank transfer
2023-03-06,ORD3574,Radiator,Cooling,Wholesale,12,188.86,0.0,2266.32,Credit card
2023-03-07,ORD3575,Alternator,Electrical,Wholesale,12,330.2,21.4,3983.8,Bank transfer
2023-03-07,ORD3576,Engine Oil,Engine,Wholesale,26,47.08,0.0,1224.08,Bank transfer
2023-03-08,ORD3577,Battery,Electrical,Retail,1,147.46,0.0,147.46,Cash
2023-03-08,ORD3578,Engine Oil,Engine,Retail,2,53.57,15.26,122.4,Bank transfer
2023-03-08,ORD3579,Spark Plugs,Ignition,Retail,2,11.89,0.0,23.78,PayPal
2023-03-09,ORD3580,Shock Absorber,Suspension,Retail,5,91.45,0.0,457.25,Cash
2023-03-10,ORD3581,Battery,Electrical,Retail,4,147.57,0.0,590.28,PayPal
2023-03-10,ORD3582,Alternator,Electrical,Corporate,17,225.52,17.48,3851.32,Bank transfer
2023-03-10,ORD3583,Air Filter,Engine,Retail,3,29.43,0.0,88.29,Cash
2023-03-11,ORD3584,Shock Absorber,Suspension,Retail,5,84.24,76.35,497.55,PayPal
2023-03-11,ORD3585,Water Pump,Cooling,Retail,1,92.79,25.05,117.84,Bank transfer
2023-03-11,ORD3586,Shock Absorber,Suspension,Wholesale,17,124.22,0.0,2111.74,PayPal
2023-03-12,ORD3587,Radiator,Cooling,Retail,2,160.91,40.65,362.47,Bank transfer
2023-03-13,ORD3588,Fuel Pump,Fuel System,Wholesale,14,96.59,69.24,1421.5,Cash
2023-03-14,ORD3589,Oil Filter,Engine,Retail,1,11.9,40.54,52.44,Cash
2023-03-14,ORD3590,Brake Pads,Braking system,Corporate,14,69.63,21.23,996.05,PayPal
2023-03-14,ORD3591,Clutch Kit,Transmission,Wholesale,14,289.0,26.95,4072.95,Bank transfer
2023-03-14,ORD3592,Clutch Kit,Transmission,Wholesale,22,225.39,0.0,4958.58,Bank transfer
2023-03-15,ORD3593,Brake Rotor,Braking system,Wholesale,10,46.73,0.0,467.3,Bank transfer
2023-03-15,ORD3594,Oil Filter,Engine,Retail,3,16.19,0.0,48.57,PayPal
2023-03-16,ORD3595,Clutch Kit,Transmission,Retail,2,217.39,0.0,434.78,PayPal
2023-03-16,ORD3596,Fuel Pump,Fuel System,Retail,4,115.38,66.68,528.2,PayPal
2023-03-16,ORD3597,Control Arm,Suspension,Retail,4,178.52,78.44,792.52,Bank transfer
2023-03-16,ORD3598,Alternator,Electrical,Wholesale,27,187.55,0.0,5063.85,Credit card
2023-03-17,ORD3599,Spark Plugs,Ignition,Retail,2,12.35,39.06,63.76,Bank transfer
2023-03-17,ORD3600,Alternator,Electrical,Retail,4,329.85,0.0,1319.4,Credit card
2023-03-17,ORD3601,Air Filter,Engine,Retail,5,22.3,0.0,111.5,PayPal
2023-03-17,ORD3602,Brake Rotor,Braking system,Retail,4,55.35,0.0,221.4,Bank transfer
2023-03-18,ORD3603,Air Filter,Engine,Retail,5,20.02,0.0,100.1,Cash
2023-03-18,ORD3604,Spark Plugs,Ignition,Retail,4,14.71,66.69,125.53,Bank transfer
2023-03-19,ORD3605,Oil Filter,Engine,Retail,4,16.62,75.96,142.44,PayPal
2023-03-19,ORD3606,Battery,Electrical,Retail,4,118.82,0.0,475.28,Credit card
2023-03-19,ORD3607,Shock Absorber,Suspension,Retail,4,76.52,0.0,306.08,Credit card
2023-03-20,ORD3608,Alternator,Electrical,Retail,2,204.49,0.0,408.98,PayPal
2023-03-21,ORD3609,Clutch Kit,Transmission,Retail,1,430.78,7.51,438.29,PayPal
2023-03-21,ORD3610,Battery,Electrical,Retail,2,246.18,0.0,492.36,Credit card
2023-03-21,ORD3611,Alternator,Electrical,Retail,3,320.41,75.64,1036.87,Cash
2023-03-21,ORD3612,Water Pump,Cooling,Retail,4,56.31,0.0,225.24,Credit card
2023-03-22,ORD3613,Air Filter,Engine,Retail,1,28.51,0.0,28.51,Bank transfer
2023-03-22,ORD3614,Clutch Kit,Transmission,Retail,1,299.13,0.0,299.13,Credit card
2023-03-22,ORD3615,Air Filter,Engine,Retail,5,32.13,26.83,187.48,Credit card
2023-03-22,ORD3616,Fuel Pump,Fuel System,Corporate,5,124.44,0.0,622.2,PayPal
2023-03-23,ORD3617,Clutch Kit,Transmission,Wholesale,32,484.49,0.0,15503.68,Credit card
2023-03-23,ORD3618,Brake Rotor,Braking system,Wholesale,48,51.13,6.74,2460.98,PayPal
2023-03-24,ORD3619,Control Arm,Suspension,Retail,2,137.6,0.0,275.2,PayPal
2023-03-24,ORD3620,Brake Pads,Braking system,Retail,1,70.85,0.0,70.85,Cash
2023-03-24,ORD3621,Fuel Pump,Fuel System,Retail,5,119.88,0.0,599.4,Cash
2023-03-24,ORD3622,Fuel Pump,Fuel System,Wholesale,44,186.3,8.87,8206.07,Bank transfer
2023-03-25,ORD3623,Radiator,Cooling,Retail,5,93.12,14.84,480.44,Bank transfer
2023-03-25,ORD3624,Water Pump,Cooling,Retail,3,89.01,0.0,267.03,Cash
2023-03-25,ORD3625,Clutch Kit,Transmission,Corporate,7,451.57,0.0,3160.99,Bank transfer
2023-03-26,ORD3626,Oil Filter,Engine,Retail,2,17.8,11.05,46.65,Cash
2023-03-26,ORD3627,Air Filter,Engine,Retail,2,30.81,0.0,61.62,Credit card
2023-03-26,ORD3628,Air Filter,Engine,Wholesale,36,17.99,47.31,694.95,PayPal
2023-03-27,ORD3629,Shock Absorber,Suspension,Retail,1,115.03,0.0,115.03,Bank transfer
2023-03-27,ORD3630,Fuel Pump,Fuel System,Retail,3,195.97,76.57,664.48,PayPal
2023-03-27,ORD3631,Brake Pads,Braking system,Retail,2,25.56,20.01,71.13,Credit card
2023-03-27,ORD3632,Brake Rotor,Braking system,Retail,3,51.9,0.0,155.7,Cash
2023-03-28,ORD3633,Spark Plugs,Ignition,Retail,5,10.17,0.0,50.85,Credit card
2023-03-28,ORD3634,Water Pump,Cooling,Retail,3,114.73,0.0,344.19,Cash
2023-03-28,ORD3635,Battery,Electrical,Corporate,18,104.29,47.75,1924.97,Bank transfer
2023-03-29,ORD3636,Battery,Electrical,Retail,5,245.02,0.0,1225.1,Credit card
2023-03-30,ORD3637,Brake Rotor,Braking system,Retail,1,73.19,40.61,113.8,PayPal
2023-03-30,ORD3638,Clutch Kit,Transmission,Retail,2,388.26,0.0,776.52,Credit card
2023-03-30,ORD3639,Radiator,Cooling,Corporate,13,179.99,16.33,2356.2,Credit card
2023-03-30,ORD3640,Control Arm,Suspension,Wholesale,49,104.48,64.88,5184.4,PayPal
2023-03-31,ORD3641,Battery,Electrical,Retail,2,200.47,0.0,400.94,PayPal
2023-03-31,ORD3642,Fuel Pump,Fuel System,Retail,1,197.28,0.0,197.28,Cash
2023-04-01,ORD3643,Fuel Pump,Fuel System,Retail,5,131.8,25.83,684.83,Cash
2023-04-01,ORD3644,Engine Oil,Engine,Retail,5,53.2,0.0,266.0,Bank transfer
2023-04-01,ORD3645,Air Filter,Engine,Retail,3,33.1,66.26,165.56,Credit card
2023-04-02,ORD3646,Shock Absorber,Suspension,Retail,2,141.61,67.67,350.89,Cash
2023-04-02,ORD3647,Control Arm,Suspension,Retail,5,104.46,65.96,588.26,Bank transfer
2023-04-03,ORD3648,Engine Oil,Engine,Retail,2,44.39,78.76,167.54,PayPal
2023-04-03,ORD3649,Fuel Pump,Fuel System,Retail,5,206.05,0.0,1030.25,Credit card
2023-04-04,ORD3650,Fuel Pump,Fuel System,Retail,2,124.66,33.42,282.74,Bank transfer
2023-04-04,ORD3651,Engine Oil,Engine,Retail,3,54.16,16.09,178.57,Credit card
2023-04-04,ORD3652,Spark Plugs,Ignition,Retail,3,12.43,0.0,37.29,Credit card
2023-04-05,ORD3653,Brake Rotor,Braking system,Retail,5,62.22,76.12,387.22,PayPal
2023-04-06,ORD3654,Spark Plugs,Ignition,Retail,3,12.61,0.0,37.83,Bank transfer
2023-04-06,ORD3655,Air Filter,Engine,Retail,2,34.98,0.0,69.96,PayPal
2023-04-06,ORD3656,Brake Pads,Braking system,Corporate,6,25.07,69.76,220.18,PayPal
2023-04-07,ORD3657,Battery,Electrical,Retail,2,178.66,62.78,420.1,PayPal
2023-04-07,ORD3658,Engine Oil,Engine,Retail,1,52.62,34.79,87.41,Bank transfer
2023-04-08,ORD3659,Brake Pads,Braking system,Retail,3,63.56,28.46,219.14,Cash
2023-04-08,ORD3660,Oil Filter,Engine,Retail,4,16.01,0.0,64.04,PayPal
2023-04-08,ORD3661,Shock Absorber,Suspension,Retail,3,122.57,63.52,431.23,Bank transfer
2023-04-09,ORD3662,Air Filter,Engine,Retail,3,28.5,0.0,85.5,PayPal
2023-04-09,ORD3663,Battery,Electrical,Retail,1,178.71,76.11,254.82,Cash
2023-04-10,ORD3664,Shock Absorber,Suspension,Corporate,5,141.7,70.65,779.15,Bank transfer
2023-04-10,ORD3665,Shock Absorber,Suspension,Retail,4,102.37,0.0,409.48,PayPal
2023-04-10,ORD3666,Clutch Kit,Transmission,Retail,1,324.02,0.0,324.02,Credit card
2023-04-11,ORD3667,Shock Absorber,Suspension,Wholesale,15,127.13,0.0,1906.95,Credit card
2023-04-11,ORD3668,Battery,Electrical,Retail,2,234.78,0.0,469.56,Cash
2023-04-11,ORD3669,Radiator,Cooling,Retail,4,102.58,0.0,410.32,Credit card
2023-04-11,ORD3670,Oil Filter,Engine,Retail,2,14.75,58.91,88.41,Credit card
2023-04-12,ORD3671,Fuel Pump,Fuel System,Retail,3,85.49,31.58,288.05,Cash
2023-04-12,ORD3672,Air Filter,Engine,Retail,4,34.44,0.0,137.76,Credit card
2023-04-13,ORD3673,Oil Filter,Engine,Retail,5,11.17,43.59,99.44,Cash
2023-04-14,ORD3674,Brake Rotor,Braking system,Retail,5,66.73,0.0,333.65,Bank transfer
2023-04-15,ORD3675,Battery,Electrical,Corporate,9,149.75,10.66,1358.41,Bank transfer
2023-04-15,ORD3676,Clutch Kit,Transmission,Retail,5,237.67,34.62,1222.97,Bank transfer
2023-04-15,ORD3677,Engine Oil,Engine,Retail,5,35.48,0.0,177.4,PayPal
2023-04-16,ORD3678,Battery,Electrical,Retail,3,161.43,72.02,556.31,PayPal
2023-04-17,ORD3679,Spark Plugs,Ignition,Retail,2,12.46,5.97,30.89,Credit card
2023-04-18,ORD3680,Water Pump,Cooling,Retail,1,58.69,61.49,120.18,Cash
2023-04-18,ORD3681,Brake Rotor,Braking system,Wholesale,39,66.28,51.89,2636.81,Cash
2023-04-18,ORD3682,Radiator,Cooling,Retail,5,158.6,16.86,809.86,Bank transfer
2023-04-18,ORD3683,Air Filter,Engine,Retail,4,26.65,70.58,177.18,Cash
2023-04-19,ORD3684,Engine Oil,Engine,Retail,2,37.66,62.18,137.5,Credit card
2023-04-19,ORD3685,Spark Plugs,Ignition,Retail,3,13.34,34.54,74.56,Cash
2023-04-19,ORD3686,Engine Oil,Engine,Retail,3,52.24,42.23,198.95,Credit card
2023-04-19,ORD3687,Engine Oil,Engine,Retail,5,51.3,33.34,289.84,Bank transfer
2023-04-20,ORD3688,Brake Rotor,Braking system,Retail,2,82.58,10.64,175.8,PayPal
2023-04-21,ORD3689,Water Pump,Cooling,Corporate,11,53.26,0.0,585.86,PayPal
2023-04-21,ORD3690,Brake Pads,Braking system,Retail,2,65.02,11.55,141.59,Bank transfer
2023-04-22,ORD3691,Battery,Electrical,Corporate,5,242.41,0.0,1212.05,PayPal
2023-04-23,ORD3692,Alternator,Electrical,Retail,1,299.35,17.12,316.47,Credit card
2023-04-23,ORD3693,Spark Plugs,Ignition,Retail,3,7.98,0.0,23.94,Cash
2023-04-24,ORD3694,Water Pump,Cooling,Retail,2,77.0,0.0,154.0,Cash
2023-04-25,ORD3695,Air Filter,Engine,Wholesale,41,21.83,0.0,895.03,Credit card
2023-04-25,ORD3696,Oil Filter,Engine,Wholesale,21,20.97,0.0,440.37,Cash
2023-04-25,ORD3697,Battery,Electrical,Retail,1,116.55,0.0,116.55,PayPal
2023-04-26,ORD3698,Engine Oil,Engine,Retail,4,59.0,61.96,297.96,PayPal
2023-04-26,ORD3699,Air Filter,Engine,Wholesale,44,16.39,0.0,721.16,PayPal
2023-04-27,ORD3700,Air Filter,Engine,Retail,2,25.2,0.0,50.4,Cash
2023-04-27,ORD3701,Clutch Kit,Transmission,Retail,1,316.02,29.94,345.96,Bank transfer
2023-04-27,ORD3702,Brake Rotor,Braking system,Retail,5,77.54,53.52,441.22,PayPal
2023-04-27,ORD3703,Fuel Pump,Fuel System,Retail,2,124.21,38.9,287.32,Credit card
2023-04-28,ORD3704,Clutch Kit,Transmission,Retail,3,317.44,37.57,989.89,Bank transfer
2023-04-29,ORD3705,Battery,Electrical,Retail,1,178.47,0.0,178.47,Bank transfer
2023-04-29,ORD3706,Brake Rotor,Braking system,Retail,2,90.41,42.28,223.1,Cash
2023-04-29,ORD3707,Radiator,Cooling,Wholesale,32,90.97,0.0,2911.04,Credit card
2023-04-29,ORD3708,Control Arm,Suspension,Wholesale,49,89.56,0.0,4388.44,Cash
2023-04-30,ORD3709,Oil Filter,Engine,Retail,1,15.88,62.38,78.26,Cash
2023-04-30,ORD3710,Fuel Pump,Fuel System,Retail,2,104.63,9.16,218.42,Cash
2023-04-30,ORD3711,Water Pump,Cooling,Retail,1,118.83,0.0,118.83,PayPal
2023-04-30,ORD3712,Battery,Electrical,Retail,5,149.39,0.0,746.95,PayPal
2023-05-01,ORD3713,Radiator,Cooling,Retail,1,124.76,0.0,124.76,Cash
2023-05-01,ORD3714,Brake Rotor,Braking system,Retail,3,68.06,0.0,204.18,Cash
2023-05-01,ORD3715,Engine Oil,Engine,Wholesale,10,54.79,8.65,556.55,Bank transfer
2023-05-01,ORD3716,Fuel Pump,Fuel System,Retail,3,121.14,27.98,391.4,Cash
2023-05-02,ORD3717,Brake Rotor,Braking system,Corporate,18,78.16,68.78,1475.66,Credit card
2023-05-02,ORD3718,Clutch Kit,Transmission,Retail,1,207.06,0.0,207.06,PayPal
2023-05-02,ORD3719,Brake Pads,Braking system,Retail,5,51.82,58.6,317.7,Cash
2023-05-02,ORD3720,Brake Rotor,Braking system,Wholesale,29,46.91,28.55,1388.94,PayPal
2023-05-03,ORD3721,Engine Oil,Engine,Retail,4,55.04,0.0,220.16,Cash
2023-05-03,ORD3722,Spark Plugs,Ignition,Retail,2,11.0,0.0,22.0,Bank transfer
2023-05-04,ORD3723,Spark Plugs,Ignition,Retail,3,12.76,0.0,38.28,PayPal
2023-05-05,ORD3724,Air Filter,Engine,Retail,4,29.62,39.46,157.94,PayPal
2023-05-06,ORD3725,Battery,Electrical,Retail,3,212.87,20.87,659.48,Cash
2023-05-06,ORD3726,Engine Oil,Engine,Retail,2,48.62,31.09,128.33,Bank transfer
2023-05-06,ORD3727,Control Arm,Suspension,Retail,4,138.29,0.0,553.16,Bank transfer
2023-05-06,ORD3728,Spark Plugs,Ignition,Retail,1,11.84,29.05,40.89,Cash
2023-05-07,ORD3729,Water Pump,Cooling,Retail,2,78.29,0.0,156.58,Cash
2023-05-07,ORD3730,Oil Filter,Engine,Retail,1,11.44,0.0,11.44,Cash
2023-05-07,ORD3731,Radiator,Cooling,Retail,2,158.32,0.0,316.64,Credit card
2023-05-07,ORD3732,Fuel Pump,Fuel System,Corporate,12,91.98,0.0,1103.76,Credit card
2023-05-08,ORD3733,Air Filter,Engine,Corporate,10,27.4,0.0,274.0,PayPal
2023-05-08,ORD3734,Battery,Electrical,Corporate,5,211.26,41.58,1097.88,Credit card
2023-05-08,ORD3735,Oil Filter,Engine,Retail,5,15.99,0.0,79.95,Credit card
2023-05-09,ORD3736,Brake Pads,Braking system,Retail,4,35.91,0.0,143.64,PayPal
2023-05-09,ORD3737,Engine Oil,Engine,Retail,4,54.71,79.47,298.31,Credit card
2023-05-10,ORD3738,Spark Plugs,Ignition,Wholesale,42,13.8,0.0,579.6,Credit card
2023-05-10,ORD3739,Fuel Pump,Fuel System,Corporate,19,129.77,79.24,2544.87,PayPal
2023-05-10,ORD3740,Engine Oil,Engine,Wholesale,28,53.69,16.01,1519.33,Cash
2023-05-10,ORD3741,Shock Absorber,Suspension,Wholesale,21,120.05,22.14,2543.19,Cash
2023-05-11,ORD3742,Radiator,Cooling,Wholesale,34,94.9,30.19,3256.79,Bank transfer
2023-05-11,ORD3743,Brake Pads,Braking system,Retail,5,46.76,0.0,233.8,Cash
2023-05-11,ORD3744,Fuel Pump,Fuel System,Retail,3,163.96,28.89,520.77,Bank transfer
2023-05-11,ORD3745,Air Filter,Engine,Retail,4,25.48,10.18,112.1,Bank transfer
2023-05-12,ORD3746,Spark Plugs,Ignition,Retail,2,12.69,8.51,33.89,PayPal
2023-05-13,ORD3747,Brake Rotor,Braking system,Retail,3,87.45,18.39,280.74,PayPal
2023-05-13,ORD3748,Control Arm,Suspension,Retail,5,70.42,24.22,376.32,Bank transfer
2023-05-14,ORD3749,Water Pump,Cooling,Wholesale,36,50.85,0.0,1830.6,Credit card
2023-05-15,ORD3750,Fuel Pump,Fuel System,Retail,2,187.01,0.0,374.02,Bank transfer
2023-05-15,ORD3751,Radiator,Cooling,Retail,1,114.57,0.0,114.57,Credit card
2023-05-15,ORD3752,Engine Oil,Engine,Retail,4,37.45,0.0,149.8,Cash
2023-05-16,ORD3753,Brake Rotor,Braking system,Retail,4,57.04,59.1,287.26,Credit card
2023-05-16,ORD3754,Brake Rotor,Braking system,Corporate,19,47.3,0.0,898.7,Bank transfer
2023-05-16,ORD3755,Battery,Electrical,Retail,2,172.56,23.45,368.57,Bank transfer
2023-05-17,ORD3756,Brake Rotor,Braking system,Retail,1,40.71,57.35,98.06,Cash
2023-05-17,ORD3757,Engine Oil,Engine,Retail,1,49.21,0.0,49.21,Bank transfer
2023-05-17,ORD3758,Brake Pads,Braking system,Retail,1,39.53,0.0,39.53,Cash
2023-05-18,ORD3759,Shock Absorber,Suspension,Retail,3,93.23,32.76,312.45,Cash
2023-05-19,ORD3760,Clutch Kit,Transmission,Retail,3,340.28,23.38,1044.22,Credit card
2023-05-19,ORD3761,Water Pump,Cooling,Retail,3,53.02,9.92,168.98,Bank transfer
2023-05-19,ORD3762,Fuel Pump,Fuel System,Retail,5,109.13,74.75,620.4,Bank transfer
2023-05-20,ORD3763,Air Filter,Engine,Retail,4,27.76,0.0,111.04,Cash
2023-05-21,ORD3764,Air Filter,Engine,Retail,3,24.56,0.0,73.68,Bank transfer
2023-05-21,ORD3765,Radiator,Cooling,Retail,1,98.48,76.1,174.58,PayPal
2023-05-21,ORD3766,Battery,Electrical,Retail,5,101.6,62.26,570.26,Cash
2023-05-22,ORD3767,Brake Rotor,Braking system,Retail,3,64.01,0.0,192.03,PayPal
2023-05-22,ORD3768,Shock Absorber,Suspension,Retail,4,114.52,0.0,458.08,Credit card
2023-05-22,ORD3769,Spark Plugs,Ignition,Wholesale,31,14.21,0.0,440.51,Cash
2023-05-22,ORD3770,Shock Absorber,Suspension,Retail,3,79.77,0.0,239.31,Cash
2023-05-23,ORD3771,Brake Pads,Braking system,Retail,2,61.4,76.91,199.71,PayPal
2023-05-23,ORD3772,Radiator,Cooling,Wholesale,20,127.24,21.48,2566.28,Credit card
2023-05-23,ORD3773,Air Filter,Engine,Wholesale,29,29.14,9.48,854.54,PayPal
2023-05-23,ORD3774,Battery,Electrical,Retail,5,239.14,0.0,1195.7,Cash
2023-05-24,ORD3775,Radiator,Cooling,Retail,5,115.54,0.0,577.7,Cash
2023-05-24,ORD3776,Shock Absorber,Suspension,Retail,4,101.8,0.0,407.2,PayPal
2023-05-25,ORD3777,Spark Plugs,Ignition,Retail,5,6.78,0.0,33.9,PayPal
2023-05-25,ORD3778,Control Arm,Suspension,Retail,1,130.41,0.0,130.41,Cash
2023-05-25,ORD3779,Water Pump,Cooling,Retail,2,54.5,0.0,109.0,Bank transfer
2023-05-25,ORD3780,Water Pump,Cooling,Retail,5,85.79,23.32,452.27,Cash
2023-05-26,ORD3781,Engine Oil,Engine,Wholesale,37,35.2,64.4,1366.8,Credit card
2023-05-26,ORD3782,Oil Filter,Engine,Wholesale,42,12.66,26.53,558.25,Cash
2023-05-26,ORD3783,Battery,Electrical,Retail,1,208.7,0.0,208.7,Credit card
2023-05-27,ORD3784,Shock Absorber,Suspension,Wholesale,26,101.42,0.0,2636.92,Bank transfer
2023-05-27,ORD3785,Clutch Kit,Transmission,Retail,3,374.85,0.0,1124.55,Credit card
2023-05-27,ORD3786,Fuel Pump,Fuel System,Retail,1,180.35,54.62,234.97,PayPal
2023-05-28,ORD3787,Water Pump,Cooling,Retail,4,97.75,0.0,391.0,Bank transfer
2023-05-28,ORD3788,Water Pump,Cooling,Retail,1,51.81,0.0,51.81,Cash
2023-05-29,ORD3789,Clutch Kit,Transmission,Retail,4,418.64,0.0,1674.56,PayPal
2023-05-29,ORD3790,Oil Filter,Engine,Retail,5,19.65,0.0,98.25,Cash
2023-05-29,ORD3791,Clutch Kit,Transmission,Retail,5,202.18,0.0,1010.9,Bank transfer
2023-05-30,ORD3792,Radiator,Cooling,Corporate,9,182.21,0.0,1639.89,PayPal
2023-05-30,ORD3793,Control Arm,Suspension,Wholesale,44,104.24,0.0,4586.56,Credit card
2023-05-31,ORD3794,Clutch Kit,Transmission,Corporate,11,437.84,60.4,4876.64,Cash
2023-05-31,ORD3795,Alternator,Electrical,Wholesale,45,164.82,0.0,7416.9,Credit card
2023-06-01,ORD3796,Engine Oil,Engine,Wholesale,28,58.06,0.0,1625.68,Cash
2023-06-01,ORD3797,Brake Rotor,Braking system,Corporate,13,48.06,74.53,699.31,Cash
2023-06-01,ORD3798,Shock Absorber,Suspension,Retail,1,106.02,0.0,106.02,Bank transfer
2023-06-02,ORD3799,Battery,Electrical,Retail,2,246.48,0.0,492.96,Bank transfer
2023-06-02,ORD3800,Clutch Kit,Transmission,Retail,5,392.68,0.0,1963.4,PayPal
2023-06-02,ORD3801,Brake Rotor,Braking system,Retail,4,48.74,27.48,222.44,Cash
2023-06-02,ORD3802,Air Filter,Engine,Wholesale,35,25.26,0.0,884.1,Credit card
2023-06-03,ORD3803,Air Filter,Engine,Retail,1,27.73,49.26,76.99,Cash
2023-06-03,ORD3804,Shock Absorber,Suspension,Retail,1,75.98,54.23,130.21,Bank transfer
2023-06-03,ORD3805,Clutch Kit,Transmission,Retail,1,276.98,0.0,276.98,Credit card
2023-06-03,ORD3806,Brake Pads,Braking system,Corporate,7,47.38,0.0,331.66,Credit card
2023-06-04,ORD3807,Brake Pads,Braking system,Wholesale,49,73.61,0.0,3606.89,Bank transfer
2023-06-04,ORD3808,Control Arm,Suspension,Retail,3,82.53,0.0,247.59,Credit card
2023-06-05,ORD3809,Alternator,Electrical,Retail,1,150.1,0.0,150.1,Cash
2023-06-05,ORD3810,Battery,Electrical,Retail,3,151.33,26.05,480.04,Credit card
2023-06-05,ORD3811,Brake Pads,Braking system,Wholesale,40,63.98,0.0,2559.2,Credit card
2023-06-06,ORD3812,Brake Rotor,Braking system,Retail,4,97.66,0.0,390.64,PayPal
2023-06-06,ORD3813,Brake Rotor,Braking system,Retail,5,80.74,64.57,468.27,Credit card
2023-06-06,ORD3814,Radiator,Cooling,Retail,2,137.03,0.0,274.06,PayPal
2023-06-07,ORD3815,Clutch Kit,Transmission,Retail,1,399.89,0.0,399.89,Bank transfer
2023-06-07,ORD3816,Oil Filter,Engine,Retail,2,23.97,23.04,70.98,Cash
2023-06-08,ORD3817,Radiator,Cooling,Retail,5,172.55,0.0,862.75,Cash
